target,retrieved
[Pbeg]log[Psub][Plbb]1[Prbb][var1],log[Pspa]1[Pspa][var1]
0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb],0加5的[var1]次方
[Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb],根號[var1]分之2
[Pbeg]sin[Plbb]tR[Prbb],sin[Pspa]tR
[Pbeg]sin[Plbb]9[Prbb],sin[Pspa]9
8[Pmin][Plsb]1[Pplu]2[Prsb],8減括號1加2
[Pbeg]frac[Plbb]42[Prbb][Plbb][Plbb]4[Prbb][Pexp][Plbb]bk[Prbb][Prbb],[var2][var1]次方之42
[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb],[var1]分之[var2]
[Plsb]57[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Pmin][Plsb]1[Pplu]4[Prsb][Prbb],五十七減[var1]減括號1加4分之0
[Pbeg]sin[Plbb][var1][Prbb],sin[Pspa][var1]
[Pbeg]frac[Plbb]8[Prbb][Plbb][var2][Pmin][Plsb][var1][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb][Prsb][Prbb],[var2]減括號[var1]根號2分之8
[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb],根號7減括號1減[var1]
[Pbeg]log[Psub][Plbb]8[Prbb][Pbeg]frac[Plbb][Pbeg]tan[Plbb]0[Prbb][Prbb][Plbb]6[Prbb],6分之tan[Pspa]0以8爲底的對數
[Pbeg]log[Psub][Plbb]1[Prbb]9[Pmin][Plsb][Pbeg]sin[Plbb]1[Prbb][Prsb],9以1爲底的對數減括號sin[Pspa]1
[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Plsb]39[Prsb],log[Pspa]根號[var1][Pspa]39
[Pbeg]cos[Plbb]1[Pmin][Plsb]7[Pbeg]pi[Prsb][Prbb],cos[Pspa]1減括號7pi
[Plbb]9[Prbb][Pexp][Plbb]7[Prbb],9的7次方
[Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb][Pmin][var2],括號sin[Pspa][var1]減[var2]
[var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb],[var1]加1的[var2]次方
[Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb]6,括號cos[Pspa][var1]乘以6
[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb],[var2]的[var1]次方
[Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb],括號sin[Pspa]0[Pspa]加7加log[Pspa][var2][Pspa][var1]
[Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3],[var1]的[var2]次方乘以[var3]
[Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb],[var2]的4[var1]次方
[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb],[var2]加[var1]以0爲底的對數
4[Pmin][var1],4減[var1]
[Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb],[var1]之6
[Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2],[var2]以7減[var1]爲底的對數
[Pbeg]frac[Plbb]0[Prbb][Plbb]4[Prbb],分之0
9[Pmin][Plbb][Pbeg]sqrt[Plbb]7[Prbb][Prbb][Pexp][Plbb]zc[Prbb],9減根號7的[var1][var2]次方
[Plbb]9[Prbb][Pexp][Plbb][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb]4[Prbb][Prbb][Pexp][Plbb][Pbeg]cos[Plbb]5[Prbb][Prbb][Prbb],9的4之5的cos[Pspa]5次方次方
6[Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]cos[Plbb]0[Prbb][Prbb],6乘以cos[Pspa]0之[var1]
[Pbeg]tan[Plbb][Plbb]5[Prbb][Pexp][Plbb][Pbeg]cos[Plbb]0[Pplu][var1][Prbb][Prbb][Prbb],tan[Pspa]5的cos[Pspa]0加[var1]次方
[Pbeg]frac[Plbb]7[Prbb][Plbb][var1][Prbb],[var1]之7
7[Pmin][Plbb][var2][Pmin][var1][Prbb][Pexp][Plbb][var3][Prbb],7減[var2]減[var1]的[var3]次方
[Pbeg]frac[Plbb][var1][Pmin][Plbb]0[Prbb][Pexp][Plbb]0[Prbb][Prbb][Plbb]5[var2][Prbb],5[var2]分之[var1]減0的0次方
[Pbeg]frac[Plbb]9[Prbb][Plbb]5[Prbb],之9
[Plsb][var3][Pmin][var1][Prsb][Pmin][Plsb]8[Pplu][var2][Prsb],括號[var3]減[var1]減括號8加[var2]
9[Pplu][Pbeg]frac[Plbb]4[Prbb][Plbb]3[Prbb],9加3分之4
[Pbeg]tan[Plbb]8[Prbb],tan[Pspa]8
[Pbeg]frac[Plbb][var3][Prbb][Plbb][Pbeg]log[Psub][Plbb][var1][Prbb][var2][Prbb],log[Pspa][var1][Pspa][var2]分之[var3]
[var1][Pbeg]frac[Plbb]6[Prbb][Plbb]2[Prbb],[var1]乘以2分之6
[Pbeg]tan[Plbb]3[Prbb],tan[Pspa]3
4[Pbeg]pi,4pi
8[Pplu][Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb],8加括號tan[Pspa][var1]
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb][var2],6的sin[Pspa][Pspa][var1]次方乘以[var2]
[Plbb]7[Prbb][Pexp][Plbb][var1][Prbb],7的[var1]次方
[Pbeg]sin[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Pplu][var3][Prbb],sin[Pspa][var1]的[var2]次方加[var3]
[Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]8[Pplu][Plsb]7[Pmin]3[Prsb][Prsb],8加括號7減3以[var1]爲底的對數
5[var1],5[var1]
[Pbeg]cos[Plbb][Plbb]1[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb][var1][Prbb][var2][Prbb][Prbb],cos[Pspa]1的log[Pspa][var1][Pspa][var2]次方
[Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]1[Pmin][var2][Prsb],log[Pspa][var1][Pspa]1減[var2]
[Pbeg]sin[Plbb]8[Prbb],sin[Pspa]8
[var2][Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb],[var2]減[var1]分之[var3]
[Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][var2],[var2]以tan[Pspa][var1]爲底的對數
[Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb],括號根號7加括號7[var1]次方減加[var2]分之5
[Pbeg]sin[Plbb][var1][Pplu][var2][Prbb],sin[Pspa][var1]加[var2]
9[Pmin][Pbeg]log[Psub][Plbb][var1][Prbb][var2],9減log[Pspa][var1][Pspa][var2]
[Pbeg]cos[Plbb]1[Pmin][var1][Prbb],cos[Pspa]1減[var1]
[Plsb]9[Pplu][var1][Prsb][Pmin][Pbeg]log[Psub][Plbb]1[Prbb][var2],括號9加[var1]減log[Pspa]1[Pspa][var2]
1[Pplu][Pbeg]pi,1加pi
3[Pbeg]pi,3pi
[Pbeg]log[Psub][Plbb]1[Prbb]4[Pbeg]frac[Plbb][var2][Prbb][Plbb]4[var1][Prbb],log[Pspa]1[Pspa]4乘以4[var1]分之[var2]
9[Pmin][var1],9減[var1]
2[Pbeg]frac[Plbb]9[Prbb][Plbb][var1][Prbb],2乘以[var1]分之9
[Pbeg]pi[Pmin][Plsb]5[Pplu][var1][Prsb],pi減括號5加[var1]
[Plsb][Pbeg]pi[Pplu][var2][Prsb][var1],括號pi加[var2]乘以[var1]
[Plbb]9[Prbb][Pexp][Plbb][var1][Prbb],9的[var1]次方
by,[var2][var1]
4[Pplu][var1],4加[var1]
[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb],[var2]的[var1]次方
[Pbeg]sqrt[Plbb]4[Prbb],根號4
[Pbeg]tan[Plbb]0[Prbb],tan[Pspa]0
8[Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb],8乘以[var2]分之[var1]
[Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]cos[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Prbb],log[Pspa]0[Pspa]cos[Pspa]cos[Pspa][var1]分之2
[var1][Pbeg]frac[Plbb]6[Prbb][Plbb][Plbb]5[Prbb][Pexp][Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb]1[Prbb][Prbb][Prbb],[var1]乘以5的2分之1次方分之6
[Pbeg]log[Psub][Plbb]6[Prbb][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb],log[Pspa]6[Pspa]sin[Pspa][var1]
93,93
0[var1],0[var1]
[Pbeg]frac[Plbb][Pbeg]log[Psub][Plbb]5[Prbb][var2][Prbb][Plbb]8[Pmin][var1][Prbb],8減[var1]分之[var2]以5爲底的對數
5[Pmin]2,5減2
[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Pmin][Pbeg]frac[Plbb]6[Prbb][Plbb]3[Prbb],tan[Pspa]2
[Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb],[var1]分之5
[var1][Pbeg]pi,[var1]pi
[Plsb]2[Pmin]4[Prsb][Pmin][var1],括號2減4減[var1]
[Pbeg]frac[Plbb][var2][Prbb][Plbb]8[Pmin][var1][Prbb],8減[var1]分之[var2]
[Plbb][var2][Prbb][Pexp][Plbb][Plbb][Pbeg]sqrt[Plbb]9[Prbb][Prbb][Pexp][Plbb][var1][Prbb][Prbb],[var2]的根號9的[var1]次方次方
kn,[var2][var1]
[var2][Pplu][var1],[var2]加[var1]
[Pbeg]tan[Plbb][Plsb][Pbeg]sin[Plbb]3[Prbb][Prsb][Pmin]1[Prbb],tan[Pspa]sin[Pspa]3[Pspa]減1
[Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb],log[Pspa][var2][Pspa]1減括號加[var1]
4[Pmin][Plsb][Pbeg]sqrt[Plbb]2[Prbb][Prsb],4減括號根號2
8[Pplu]6,8加6
[Pbeg]frac[Plbb]2[Pmin][Plsb][var2][Pplu][var1][Prsb][Prbb][Plbb][Plbb]9[Prbb][Pexp][Plbb][var3][Prbb][Prbb],9的[var3]次方分之2減括號[var2]加[var1]
[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]6[Prbb]2[Prbb],[var1]2以6爲底的對數
[Pbeg]sqrt[Plbb][var1][Prbb],根號[var1]
[Pbeg]log[Psub][Plbb][Plbb]0[Prbb][Pexp][Plbb]7[Prbb][Prbb][Plsb]2[Pplu]5[Prsb],log[Pspa]
[Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb],log[Pspa]tan[Pspa][var2][Pspa][var3]分之5減[var1]
[Pbeg]log[Psub][Plbb][var2][Prbb][Pbeg]frac[Plbb]7[Prbb][Plbb][Plbb]2[Prbb][Pexp][Plbb]9[var1][Prbb][Prbb],2的9[var1]次方分之7爲底的對數
[Pbeg]log[Psub][Plbb][Pbeg]cos[Plbb]5[Prbb][Prbb][Plsb]4[Pplu]5[Prsb],log[Pspa]cos[Pspa]5[Pspa]括號4加5
1[Pmin][Plsb][var1][Pmin][var2][Prsb],1減括號[var1]減[var2]
[Pbeg]cos[Plbb]8[Prbb],cos[Pspa]8
[Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Pmin][Plsb]6[Pmin]1[Prsb],[var2]分之[var1]減括號6減1
[Pbeg]tan[Plbb]8[Prbb],tan[Pspa]8
7[Pmin][var1],7減[var1]
[Pbeg]log[Psub][Plbb][var1][Prbb][var2],log[Pspa][var1][Pspa][var2]
[Pbeg]log[Psub][Plbb]2[Prbb][Plsb]3[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prsb],3乘以[var1]分之[var2]以2爲底的對數
[Pbeg]log[Psub][Plbb]5[Prbb][var1],log[Pspa]5[Pspa][var1]
[var3][Pmin][Plsb]1[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prsb],[var3]減括號1乘以[var1]分之[var2]
1[Pmin][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb],1減括號根號[var1]
[Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]cos[Plbb]3[var1][Prbb][Prbb],cos[Pspa]3[var1]分之[var2]
[Plbb]8[Prbb][Pexp][Plbb]9[Pmin][Plsb]3[Pplu][Plbb]0[Prbb][Pexp][Plbb][var1][Prbb][Prsb][Prbb],8的9減括號3加0的[var1]次方次方
3[Pplu][var1],3加[var1]
[Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prbb],根號[var1]分之1
[Pbeg]sin[Plbb]4[Prbb],sin[Pspa]4
[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Pplu][Pbeg]log[Psub][Plbb]1[Prbb]a[Prbb],[var1]加log[Pspa]1[Pspa][var2]分之[var2]
[Pbeg]tan[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prbb],tan[Pspa][var1]的[var2]次方
6[Pplu][Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb],6加[var1]分之1
[Pbeg]sin[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb],sin[Pspa]根號[var1]
[Plbb]5[Prbb][Pexp][Plbb][var1][Prbb][Plsb]6[Pplu][var2][Prsb],5的[var1]次乘以括號6加[var2]
[Pbeg]cos[Plbb][var1][Prbb],cos[Pspa][var1]
[Pbeg]tan[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb],tan[Pspa]根號[var1]
[Pbeg]tan[Plbb][var1][Prbb],tan[Pspa][var1]
5[Pplu][var1],5加[var1]
[var2][Plsb]0[Pplu][var1][Prsb],以括號0加[var1]
[Pbeg]log[Psub][Plbb]8[Prbb]7,log[Pspa]8[Pspa]7
9[var1],9[var1]
[Pbeg]tan[Plbb][var1][Prbb],tan[Pspa][var1]
[Pbeg]sqrt[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb],根號sin[Pspa][var1]
5[Pplu][var1],5加[var1]
7[var1],7[var1]
[Pbeg]sqrt[Plbb]8[var1][Prbb],根號8[var1]
[Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb],[var2]的[var1]次方
[Plsb][var2][Pplu][var3][Prsb][Pplu][var1],括號[var2]加[var3]加[var1]
[Pbeg]frac[Plbb]0[Prbb][Plbb]ns[Prbb],[var1]分之0
2[Pplu][Plsb]1[Pplu][var1][Prsb],2加括號1加[var1]
[Pbeg]cos[Plbb]5[Prbb],cos[Pspa]5
7[Pmin][Plsb][var1][Pmin][Plsb]2[Pmin][Pbeg]pi[Prsb][Prsb],7減括號[var1]減括號2減pi
5[var1],5[var1]
[Pbeg]tan[Plbb]3[Prbb],tan[Pspa]3
[Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]log[Psub][Plbb]9[Prbb][var1][Pmin][Plsb][Pbeg]sin[Plbb]6[Prbb][Prsb][Prbb],log[Pspa]9[Pspa][var1]減括號sin[Pspa]6分之[var2]
[Pbeg]tan[Plbb][Plbb]2[Prbb][Pexp][Plbb][Pbeg]cos[Plbb]3[Prbb][Prbb][Prbb],tan[Pspa]2的cos[Pspa]3次方
[var1][Plsb]9[Pplu][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prsb],[var1]乘以括號9加7的1次方
8[Pmin]9,8減9
7[Pplu][Plbb]2[Prbb][Pexp][Plbb]6[Pplu][Pbeg]frac[Plbb]8[Prbb][Plbb][var1][Prbb][Prbb],7加2的6加[var1]分之8次方
[Plbb]9[Prbb][Pexp][Plbb][var1][Prbb],9的[var1]次方
[Plbb]9[Prbb][Pexp][Plbb]0[Prbb][Pplu][Pbeg]frac[Plbb]3[Prbb][Plbb]3[Prbb],9的0次方加3分之3
tc,[var2][var1]
[Pbeg]frac[Plbb]4[Prbb][Plbb][var2][Prbb][Pmin][Plsb]3[Pplu][var1][Prsb],[var2]分之4減括號3加[var1]
[Plbb][var1][Prbb][Pexp][Plbb][Pbeg]pi[Pmin][Plsb]cy[Prsb][Prbb],[var2]的pi減括號[var3][var1]次方
[Pbeg]log[Psub][Plbb][var2][Prbb][var1],log[Pspa][var2][Pspa][var1]
[Pbeg]cos[Plbb][Pbeg]sqrt[Plbb]3[Pplu][Plsb]0[Pplu][var1][Prsb][Prbb][Prbb],cos[Pspa]根號3加括號0加[var1]
[Pbeg]tan[Plbb][Plbb]4[Prbb][Pexp][Plbb][var1][Prbb][Prbb],tan[Pspa]4的[var1]次方
1[var1],1[var1]
[Pbeg]sin[Plbb][Plsb][Pbeg]tan[Plbb][Pbeg]frac[Plbb]8[Prbb][Plbb]2[Prbb][Prbb][Prsb][Pplu]9[Prbb],sin[Pspa]括號tan2分之8加9
[Plbb][var1][Prbb][Pexp][Plbb][Plbb]6[Prbb][Pexp][Plbb]7[Prbb][Prbb],[var1]的6的7次方次方
3[Pplu][var1],3加[var1]
[Pbeg]frac[Plbb][var1][Prbb][Plbb]w[Prbb],[var1]分之[var1]
[Pbeg]log[Psub][Plbb]7[Prbb][Plsb][Pbeg]cos[Plbb]5[Prbb][Prsb],log[Pspa]7[Pspa]括號[Pspa]cos[Pspa]5
[Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb]0[Prbb],log[Pspa]4[Pspa]0分之3
[Pbeg]log[Psub][Plbb]9[Prbb][var1],log[Pspa]9[Pspa][var1]
[Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3],log[Pspa][var2][Pspa][var1][Pspa]減[Pspa]log[Pspa]6[Pspa][var3]
[Pbeg]log[Psub][Plbb][Pbeg]sin[Plbb]1[Prbb][Prbb]4[Pplu][var1],log[Pspa]sin[Pspa]1[Pspa]4加[var1]
[Pbeg]tan[Plbb][Pbeg]cos[Plbb]8[Prbb][Prbb],tan[Pspa]cos[Pspa]8
[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb],[var1]分之[var2]
8[Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]5[Prbb][Plbb]2[Prbb],8log[Pspa]0[Pspa]2分之5
0[Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var1],0減log[Pspa]6[Pspa][var1]
[Plsb]3[var1][Prsb][Pplu][Pbeg]frac[Plbb]1[Prbb][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb]8[Prbb][Prbb],括號3[var1]加0分之8分之1
[Pbeg]tan[Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][var1][Pplu][var2][Prsb][Prbb],tan[Pspa]log[Pspa]8[Pspa]括號[var1]加[var2]
[Pbeg]sin[Plbb]7[Prbb],sin[Pspa]7
[Pbeg]cos[Plbb][var1][Prbb],cos[Pspa][var1]
[Pbeg]frac[Plbb][Pbeg]sin[Plbb]4[Prbb][Prbb][Plbb]3[Pbeg]pi[Prbb],3pi分之sin[Pspa]4
37,37
[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb],[var1]分之[var2]
6[Pplu][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb],6加6的[var1]次方
[Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb][var1][Prbb][Prbb][Plsb]9[Pmin]6[Prsb],log[Pspa][var1]分括號9減6
33,33
[Pbeg]log[Psub][Plbb]7[var1][Prbb][var2],log[Pspa]7[var1][Pspa][var2]
[Pbeg]sin[Plbb]3[Pmin]2[Prbb],sin[Pspa]3減2
[Pbeg]sqrt[Plbb]5[Prbb],根號5
[Plbb][Pbeg]tan[Plbb]9[Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb],tan[Pspa]9的tan[Pspa][var1]次方
[Pbeg]frac[Plbb]6[Pplu][var1][Prbb][Plbb][var2][Prbb],[var2]分之6加[var1]
[Pbeg]log[Psub][Plbb]5[Prbb]3,log[Pspa]5[Pspa]3
[Plbb][Pbeg]pi[Prbb][Pexp][Plbb][var1][Pplu][Plsb][Pbeg]sin[Plbb]7[Prbb][Prsb][Prbb],pi的[var1]加括號sin[Pspa]7[Pspa]次方
[Plbb][var2][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb],[var2]的tan[Pspa][var1]次方
[Pbeg]tan[Plbb][Pbeg]cos[Plbb][Pbeg]pi[Prbb][Prbb],tan[Pspa]cos[Pspa]pi
[Pbeg]cos[Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb],cos[Pspa]tan[Pspa][var1]
[Pbeg]log[Psub][Plbb][var2][Prbb][var1],[var1]以[var2]爲的對數
[var2][Plsb]6[Pplu][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prsb],[var2]乘以括號6加[var1]分之[var2]
7[Plsb][var1][Pmin][var2][Prsb],7乘以括號[var1]減[var2]
[Pbeg]sin[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb],sin[Pspa]sin[Pspa][var1]
[Pbeg]log[Psub][Plbb]3[var1][Prbb][var2],log[Pspa]3[var1][Pspa][var2]
[var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2],qb以[var1]分之5爲底的對數
